level_0,index,ID,Doc ID,Sentence,Sen_ID,Emiten Code,Emiten Name,Label
1368,3144,4443,1665,sinar  land bsde kira raih dapat besar  triliun pakuwon pwon  triliun summarecon smra  triliun jababeka kija  triliun modern land  triliun,19,BSDE,Bumi Serpong Damai Tbk. [S],1
1370,1389,2117,728,baca juga bisnis  jasa marga jsmr tumbuh positif simak rekomendasi analis asuransi jiwa sinarmas msig  baru status usaha publik resmi catat diri bursa efek indonesia  tanggal juli  lalu,13,JSMR,Jasa Marga (Persero) Tbk. [S],1
1371,1691,2531,901,  kalah semester - axiata  excl catat tumbuh dapat   triliun jadi  triliun,11,EXCL,XL Axiata Tbk.,1
1374,1897,2823,1022,baca juga incar bisnis luar rokok gudang garam ggrm diri usaha kontraktor jalan maka cukup wajar konsumen utama concern harga lebih pilih brand harga murah kata,26,GGRM,Gudang Garam Tbk.,1
1376,851,1248,452,dasar data  lama pek harga saham antm kuat ,8,ANTM,Aneka Tambang Tbk. [S],1
1377,63,95,22,sementara kondisi zero leverage marjin laba bersih intp lebih stabil tatkala harga semen cenderung rendah,23,INTP,Indocement Tunggal Prakasa Tbk. [S],1
1380,3062,4329,1606,baca juga kerja lesu sejak awal tahun saham huni idx layak koleksi contoh saham bank negara indonesia  bbni anggota indeks kompas bbni milik kerja uang paling baik banding anggota indeks lain jelas,12,BBNI,Bank Negara Indonesia (Persero) Tbk.,1
1382,2,3,1,sril milik porsi ekspor tinggi jual justru untung tengah kondisi ekonomi global  tentu,45,SRIL,Sri Rejeki Isman Tbk.,1
1384,2647,3820,1419,kutip  umum suku bunga turun saham bbri langsung geliat hingga naik atas posisi tinggi,7,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
1388,541,774,250,saham beli bersih besar asing mncn miliar bank mandiri  bmri  miliar bank rakyat indonesia  bbri  miliar,17,MNCN,Media Nusantara Citra Tbk. [S],1
1389,959,1459,513,  rejeki isman  sril adaro energy  adro batubara bukit asam  ptba ada posisi tiga pertama daftar saham lq  positif kecil rurut masing-masing  kali  kali  kali,14,SRIL,Sri Rejeki Isman Tbk.,1
1390,2984,4238,1548,baca juga simak rekomendasi saham adhi home klbf hari pilarmas investindo nilai kuat sebut jadi picu pasar saham asia gerak kuat hingga akhir pekan,21,KLBF,Kalbe Farma Tbk. [S],1
1391,1851,2775,1011,meski  rencana terbit obligasi sekretaris usaha wika mahendra vijaya optimistis tahun wika buku arus  positif,6,WIKA,Wijaya Karya (Persero) Tbk. [S],1
1394,1280,1964,685,baca juga semester  united tractors untr jual,33,UNTR,United Tractors Tbk. [S]	,1
1395,1383,2107,725,jasa marga persero  jsmr percaya tingkat dapat lini bisnis jalan  sisa tahun,4,JSMR,Jasa Marga (Persero) Tbk. [S],1
1397,1312,2003,691, corporindo  akra bagi dividen interim pegang saham besar  saham,4,AKRA,AKR Corporindo Tbk. [S],1
1400,288,417,90, saham layak akumulasi antara aali asi elsa medc wsbp,22,MEDC,Medco Energi Internasional Tbk,1
1402,2442,3574,1316,baca juga harga batubara rendah tahun bukit asam ptba rekomendasi hold balik empat saham untung naik harga adro ptba,14,ADRO,Adaro Energy Tbk [S],1
1404,297,433,96,baru bumi serpong damai  bsde gandeng usaha infrastruktur pelat merah wijaya karya  wika,5,BSDE,Bumi Serpong Damai Tbk. [S],1
1411,644,907,304,naf rekomendasi akumulasi beli saham aali akra bnga cpin ggrm hmsp,26,HMSP,HM Sampoerna Tbk.,1
1412,2762,3961,1471, produk sril jadi substitusi pasar,14,SRIL,Sri Rejeki Isman Tbk.,1
1413,189,275,64,hanya bbri tlkm bumi fren tram bilang cukup likuid ujar naf hubung kontan,20,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
1417,1714,2568,911,naik laba bersih jalan turun beberapa jenis beban excl  semester -,12,EXCL,XL Axiata Tbk.,1
1418,515,739,244,adapun rekomendasi stella saham icbp  target harga hingga akhir tahun,16,ICBP,Indofood CBP Sukses Makmur Tbk. [S],1
1419,1384,2110,725,analis kresna sekuritas andreas kristo lihat rampung proyek jalan  datang manfaat jsmr,14,JSMR,Jasa Marga (Persero) Tbk. [S],1
1420,432,619,187,gerak relatif datar sesi pagi harga saham bbca tiba tanjak satu tengah  tutup,6,BBCA,Bank Central Asia Tbk.,1
1423,127,178,49,para analis kompak rekomendasi beli saham excl,27,EXCL,XL Axiata Tbk.,1
1426,314,462,108,adapun jumlah rekomendasi saham jadi timbang investor akumulasi beli saham aali elsa lpkr,29,ELSA,Elnusa Tbk. [S],1
1428,1929,2859,1034,adapun saham pilih bank buku besar hingga buku tengah bbni bbri bbca bbtn pnbn bdmn hingga btps,14,BBTN,Bank Tabungan Indonesia (Persero) Tbk.,1
1430,2020,2977,1087, topang konsolidasi kerja ophir buat bisnis minyak  medc lebih solid,17,MEDC,Medco Energi Internasional Tbk,1
1433,117,168,49,analis  sekuritas michael wilson setjoadi kata lonjak harga saham excl jadi iring ada indikasi emiten mampu cetak kerja positif lapor uang kuartal dua rilis,9,EXCL,XL Axiata Tbk.,1
1434,1294,1981,689,baca juga indocement tunggal prakarsa intp gencar promosi tingkat jual meski bila akumulasi market share intp semester satu bilang stabil,8,INTP,Indocement Tunggal Prakasa Tbk. [S],1
1437,1926,2856,1034,adapun saham pilih bank buku besar hingga buku tengah bbni bbri bbca bbtn pnbn bdmn hingga btps,14,BBCA,Bank Central Asia Tbk.,1
1440,455,651,201,saham beli bersih besar asing bank mandiri  bmri  miliar bank rakyat indonesia  bbri  miliar bank central asia  bbca  miliar,22,BBCA,Bank Central Asia Tbk.,1
1442,2367,3459,1292,baca juga waskita karya wskt suntik dana  triliun waskita toll road cara total realisasi turnkey  capai total  triliun,6,WSKT,Waskita Karya (Persero) Tbk. [S],1
1443,1580,2353,822,sementara saham lain perhati inkp wsbp hmsp pgas asi adro bsde,33,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],1
1444,2066,3040,1119,baca juga saham indo tambangraya megah itmg sentuh level rendah kata analis rujuk data  jumat  saham tlkm anggota indeks kompas paling tinggi nilai transaksi capai  miliar,10,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
1445,2861,4072,1496,vidjongtius nyata pinjam klbf rencana tambah capex  pinjam bank,16,KLBF,Kalbe Farma Tbk. [S],1
1446,1210,1870,653,baca juga ihsg hijau amat saham volume transaksi besar kamis  saham sril anggota indeks kompas pimpin  trading frekuensi transaksi,10,SRIL,Sri Rejeki Isman Tbk.,1
1450,645,908,304,sementara william rekomendasi saham bbri wika adhi ptpp asri ctra bbca,27,ADHI,Adhi Karya (Persero) Tbk. [S],1
1451,436,626,188,saham bbca sumbang poin naik ihsg besar  poin,10,BBCA,Bank Central Asia Tbk.,1
1453,3025,4282,1584,united tractors  untr tingkat jumlah fasilitas pinjam acset indonusa  acst jadi triliun,4,UNTR,United Tractors Tbk. [S]	,1
1455,1006,1526,536,maka pihak rekomendasi asi aces tlkm smgr,11,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
1461,777,1124,391,sedang perban saran bmri bbni,29,BMRI,Bank Mandiri (Persero) Tbk.,1
1462,103,153,40, tiga proyek contractor -financing  sedang kerja wika hingga proyek bangun jalan  serang-panimbang jalan  kunciran-cengkareng jalan  balikpapan-samarinda seksi ,15,WIKA,Wijaya Karya (Persero) Tbk. [S],1
1464,551,785,262,harga saham bbri cipta rekor tinggi baru level,7,BBRI,Bank Rakyat Indonesia (Persero) Tbk.,1
1465,2588,3750,1382,bsde lihat laku efisiensi beban jual beban umum administrasi,23,BSDE,Bumi Serpong Damai Tbk. [S],1
1470,985,1497,528,kemudian naik saham tpia brpt dorong kualitas kredit makin kuat tingkat rating,15,TPIA,Chandra Asri Petrochemical Tbk.,1
1471,1147,1768,627,volume distribusi pgas sempat capai puncak bulan april besar,16,PGAS,Perusahaan Gas Negara (Persero) Tbk. [S],1
1472,1279,1963,685,akan saham asi tetap jadi pilih lantar valuasinya cukup murah,32,ASII,Astra International Tbk. [S],1
1473,412,590,175,kita siap tegas direktur utama wskt gusti ngurah putra lawat forum kompas -talks selenggara hari kompas selasa  menara kompas jakarta,6,WSKT,Waskita Karya (Persero) Tbk. [S],1
1475,2696,3878,1447,sementara lalu adaro tirta mandiri adro gandeng adhi karya  adhi laku kerja sama diri dumai tirta persada bisnis olah  minum,15,ADRO,Adaro Energy Tbk [S],1
1476,1607,2408,855,indofood sukses makmur  indf catat tumbuh kerja panjang paruh pertama ,4,INDF,Indofood Sukses Makmur Tbk. [S],1
1478,2784,3983,1479,pada tahap akra bangun kawasan industri atas  hektare tanah tambah kapasitas pltg besar ,9,AKRA,AKR Corporindo Tbk. [S],1
1479,2033,2993,1093,pada awal dagang saham itmg buka atas harga tutup belum tepat,9,ITMG,Indo Tambangraya Megah Tbk,1
1481,1072,1632,582,bagai informasi awal tahun lalu smgr resmi akuisisi solusi bangun indonesia  nilai  triliun,12,SMGR,Semen Indonesia (Persero) Tbk. [S],1
1483,506,728,243,lippo karawaci  lpkr akhir selesai proses tambah modal lalu mekanisme  mes efek lebih hmetd atawa rights issue besar  juta rabu ,4,LPKR,Lippo Karawaci Tbk. [S],1
1484,1613,2419,855,beda semester - indf catat marjin bersih jadi ,20,INDF,Indofood Sukses Makmur Tbk. [S],1
1485,2110,3107,1135,baca juga harga batubara anjlok indika energy indy  turun target produksi tambah harga batubara dunia sangat gantung china,10,INDY,Indika Energy Tbk.,1
1486,1106,1700,602,posisi - saham sawit sumbermas sarana ssms nilai beli bersih asing besar  miliar,33,SSMS,Sawit Sumbermas Sarana Tbk. [S],1
1487,446,640,194,dasar data  saham charoen pokphand indonesia  cpin pimpin naik saham emiten poultry naik  level,9,CPIN,Charoen Pokphand Indonesia Tbk. [S],1
1488,534,766,246,turut analis bina artha sekuiritas muhammad naf  saham scma ideal aktivitas trading saham ada saham lebih likuid milik scoop atau time frame besar,16,SCMA,Surya Citra Media Tbk.],1
1490,1984,2927,1073,pada periode sama tahun belum akra hasil buku dapat besar  triliun,6,AKRA,AKR Corporindo Tbk. [S],1
1493,671,942,328,lippo karawaci  lpkr anggota indeks kompas kantong tambah modal baru besar  triliun lalu selesai skema rights issue terbit saham baru,4,LPKR,Lippo Karawaci Tbk. [S],1
1495,286,415,90, saham layak akumulasi antara aali asi elsa medc wsbp,22,ASII,Astra International Tbk. [S],1
1496,1522,2282,793,adapun   lppf laku bayar dividen final tahun buku  besar  miliar besar   saham tara laba bersih  lppf laba bersih turun nilai,14,LPPF,Matahari Department Store Tbk. [S],1
1497,268,382,85,tindak rupa upaya hmsp beri alternatif tengah naik harga rokok,17,HMSP,HM Sampoerna Tbk.,1
1498,2512,3651,1354,dengan pabrik baru najam wsbp harap kontribusi bangun  kota baru sedia produk beton precast harga kompetitif,18,WSBP,Waskita Beton Precast Tbk.,1
1499,1258,1940,680,meski naik  lejit analis indo premier sekuritas raditya immanzah nilai kondisi fundamental hmsp bilang bagus,7,HMSP,HM Sampoerna Tbk.,1
1500,1390,2118,729,naf rekomendasi saham aali adro antm bbtn cpin inco main akumulasi beli,26,ADRO,Adaro Energy Tbk [S],1
1501,690,980,340,sekadar catat dapat icbp kuartal - lalu capai  triliun naik   tahun,7,ICBP,Indofood CBP Sukses Makmur Tbk. [S],1
1502,1103,1696,602, saham indo tambangraya megah itmg posisi delap nilai beli bersih asing besar  miliar,28,ITMG,Indo Tambangraya Megah Tbk,1
1505,2583,3745,1382,padahal dapat bsde naik double digit enam bulan pertama tahun,8,BSDE,Bumi Serpong Damai Tbk. [S],1
1506,914,1385,488,tonton video ihsg kuat  saham lq beri cuan besar pekan  - juli   rejeki isman  sril adaro energy  adro batubara bukit asam  ptba ada posisi tiga pertama daftar saham lq  positif kecil rurut masing-masing  kali  kali  kali,12,SRIL,Sri Rejeki Isman Tbk.,1
1510,747,1074,373,saham ggrm anggota indeks kompas harga naik  jadi,7,GGRM,Gudang Garam Tbk.,1
1512,232,331,78,usai catat volume jual tinggi ggrm akhir naik  april lalu kisar  ,13,GGRM,Gudang Garam Tbk.,1
1514,1615,2422,855,seperti sang induk anak usaha indf indofood  icbp alami tumbuh kerja,26,ICBP,Indofood CBP Sukses Makmur Tbk. [S],1
1515,1526,2286,794,lansir buka informasi laman bursa efek indonesia selasa  anak usaha wijaya karya wika catat naik dapat year--yeay  besar  jadi  triliun,5,WIKA,Wijaya Karya (Persero) Tbk. [S],1
1516,62,94,22,yosua nyata smgr indocement tunggal prakarsa  intp emiten semen potensi raih kerja positif sisa tahun,21,SMGR,Semen Indonesia (Persero) Tbk. [S],1
1517,2780,3979,1478, akra  tipe tanker kimia kapasitas,19,AKRA,AKR Corporindo Tbk. [S],1
1518,2645,3818,1418,baca juga kalbe farma klbf lebar sayap negara tetangga harap kerjasama kembang produk klbf mandiri produksi bahan baku obat sendiri,12,KLBF,Kalbe Farma Tbk. [S],1
1524,1880,2805,1019,jasa marga  jsmr tentu punya kontribusi sektor besar  kuat  ,15,JSMR,Jasa Marga (Persero) Tbk. [S],1
1528,2810,4013,1483,kala smgr rogoh kocek hingga  triliun beli  miliar saham smcb kini ganti nama jadi solusi bangun indonesia ,9,SMGR,Semen Indonesia (Persero) Tbk. [S],1
1530,796,1157,410,saham jual bersih besar asing bank mandiri  bmri  miliar bank rakyat indonesia  bbri miliar astra international  asi  miliar,24,ASII,Astra International Tbk. [S],1
1531,2763,3962,1472,belum manajemen waskita beton precast  wsbp anggota indeks kompas kata tengah siap buah pabrik kawasan najam paser utara kalimantan timur,10,WSBP,Waskita Beton Precast Tbk.,1
1536,2063,3037,1113,panjang paruh pertama  scma laku beli buyback saham banyak  juta saham,35,SCMA,Surya Citra Media Tbk.],1
1538,395,566,161, rejeki isman  sril adaro energy  adro batubara bukit asam  ptba ada posisi tiga pertama daftar saham lq  positif kecil rurut masing-masing  kali  kali  kali,12,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
1539,2808,4011,1483, antara rupa bank pelat merah bank negara indonesia  bbni bank mandiri  bmri,7,BMRI,Bank Mandiri (Persero) Tbk.,1
1542,283,411,89,sementara segi laba bersih prediksi mncn buku laba bersih  triliun  angka naik  tahun  triliun ,24,MNCN,Media Nusantara Citra Tbk. [S],1
1544,2591,3753,1382,sedang ekuitas bsde catat  triliun naik  sejak awal tahun,30,BSDE,Bumi Serpong Damai Tbk. [S],1
1548,1366,2082,714,baca juga harga nikel stabil rekomendasi analis saham antm inco selain dapat pihak relas naik jadi,17,ANTM,Aneka Tambang Tbk. [S],1
1549,653,916,314,saham beli bersih besar asing astra international  asi  miliar telekomunikasi indonesia  tlkm  miliar bank mandiri  bmri  miliar,19,TLKM,Telekomunikasi Indonesia (Persero) Tbk. [S],1
1552,13,25,6,wika beri percaya tangan proyek  unit huni,11,WIKA,Wijaya Karya (Persero) Tbk. [S],1
1554,1713,2567,911,asal tahu layan data jadi kontributor besar dapat excl besar  total dapat,10,EXCL,XL Axiata Tbk.,1
1555,574,815,272,baca juga simak prospek bisnis scma mncn tengah kembang teknologi digital turut sukarno smca lihat kerja fundamental tarik,19,SCMA,Surya Citra Media Tbk.],1
1556,2102,3095,1131,merger hasil chandra asri petrochemical ,27,TPIA,Chandra Asri Petrochemical Tbk.,1
1557,2443,3575,1316,baca juga harga batubara rendah tahun bukit asam ptba rekomendasi hold balik empat saham untung naik harga adro ptba,14,PTBA,Tambang Batubara Bukit Asam (Persero) Tbk. [S],1
1559,1552,2315,804, muhammad wafi bahana sekuritas baca juga waspada lemah ihsg  sekuritas rekomendasi saham beef isat medc,15,MEDC,Medco Energi Internasional Tbk,1
1562,2538,3680,1359,baca juga genjot jual indofood sukses makmur indf gencar laku promosi bukti paruh pertama tahun indf buku laba bersih   belum  triliun semester  jadi  triliun,12,INDF,Indofood Sukses Makmur Tbk. [S],1
1563,1097,1690,602,posisi dua saham astra international asi buku   asing nila miliar,11,ASII,Astra International Tbk. [S],1
1567,2009,2963,1085,usaha  negara  pgas peluang tambah satu janji jual-beli  medco energi internasional  medc,4,MEDC,Medco Energi Internasional Tbk,1
1568,527,752,245,tapi bila hitung rentang lima tahun saham unvr naik ,20,UNVR,Unilever Indonesia Tbk. [S],1
